original_image_name,orig_dataset,node21_img_id
56266669145421856977269671341015485765_fukxbn,padchest,c1366
00001240_000,chestxray14,c1367
250502998952252578792417552603582157802_unmoeb,padchest,c1368
00000541_002,chestxray14,c1369
00000749_000,chestxray14,c1370
270876705998449868079842307621082377334_dua14m,padchest,c1371
00000762_000,chestxray14,c1372
1761_IM-0497-1001,openi,c1373
333168248109832711344861199567092801586_0v4k57,padchest,c1374
216840111366964012283393834152009021094830966_00-014-113,padchest,c1375
00000186_000,chestxray14,c1376
00000764_000,chestxray14,c1377
905_IM-2410-0001-0001,openi,c1378
00001093_006,chestxray14,c1380
00000298_000,chestxray14,c1381
98714812663880051499696962847135851375_ocdvx2,padchest,c1382
2820_IM-1244-1001,openi,c1383
295425441426717186478604110961070085729_o5sw4q,padchest,c1384
00001075_039,chestxray14,c1385
275062204240251050996088192245469144661_qtf8hv,padchest,c1386
2991_IM-1378-1001,openi,c1387
84175153573933960570982733054272319230_4fq7am,padchest,c1388
00001619_000,chestxray14,c1389
1598_IM-0389-1001,openi,c1390
2230_IM-0831-1001,openi,c1391
00000798_000,chestxray14,c1392
740_IM-2297-2001,openi,c1393
361_IM-1783-1001,openi,c1395
326920414284476031276493684378038232654_mijl5q,padchest,c1396
00000375_000,chestxray14,c1397
255714425059347418438532431479149841149_8zkxbf,padchest,c1398
00001885_001,chestxray14,c1399
00001747_000,chestxray14,c1400
229166981465855052106228458457300490797_78c5vf,padchest,c1401
246991191036063901714303287513717104600_v31ths,padchest,c1402
00000722_000,chestxray14,c1403
74357150509080516285356227940965542325_9wzdoi,padchest,c1404
1826_IM-0535-0001,openi,c1405
322723594618406742610798088016865989788_5vcuk0,padchest,c1406
1674197506474601985717714810450423028_tms6rr,padchest,c1407
321655320638455348873151122788000946362_dcndqa,padchest,c1408
220247587202613525530998001326777261393_kg0n4j,padchest,c1409
1379_IM-0243-1001,openi,c1410
206881371806848080083713684987415106895_tvdjce,padchest,c1411
95892554641658988957583575775458800223_v6o9bq,padchest,c1412
3981_IM-2039-1001,openi,c1413
222794993236303939477496265936149699876_u8tcnh,padchest,c1414
00000663_000,chestxray14,c1415
2561_IM-1064-1001,openi,c1416
00001217_000,chestxray14,c1417
JPCNN046,jsrt,c1418
2643_IM-1129-1001,openi,c1419
1912_IM-0594-1001,openi,c1420
1509_IM-0331-1001,openi,c1421
00001302_000,chestxray14,c1422
833_IM-2359-1001,openi,c1423
00000417_002,chestxray14,c1424
315065064217219810120261133725212341338_g11qne,padchest,c1425
00001877_000,chestxray14,c1426
2775_IM-1216-3001,openi,c1427
292431013300634067312425602868644231226_88flnr,padchest,c1428
00001930_001,chestxray14,c1429
276744775508137364691272968569075992830_f8grjs,padchest,c1430
55152229711766417076866166348636920517_to9cif,padchest,c1431
319056895887354020958892495787206922322_h2477s,padchest,c1432
00001906_006,chestxray14,c1433
263113714915382025260711536364181224690_443onc,padchest,c1434
00000907_001,chestxray14,c1435
22_IM-0810-1001,openi,c1436
3117_IM-1465-1001,openi,c1437
00001689_003,chestxray14,c1438
00001867_000,chestxray14,c1439
15546828163014212808182033000404949438_nxhfmd,padchest,c1440
00001566_000,chestxray14,c1441
324462607952497088629113267602405496876_rgtxxi,padchest,c1442
12752243479320241452096_00-165-036,padchest,c1443
26794865525174289406855403023963853399_jf1e75,padchest,c1444
00001083_000,chestxray14,c1445
00001873_000,chestxray14,c1446
364_IM-1804-1001,openi,c1447
00001548_000,chestxray14,c1448
00001168_000,chestxray14,c1449
00001421_000,chestxray14,c1450
00001629_000,chestxray14,c1451
216840111366964012989926673512011060154004610_00-164-031,padchest,c1452
316412492535252963370285545531718805257_48wppw,padchest,c1453
00001212_000,chestxray14,c1454
00000631_000,chestxray14,c1455
00000673_000,chestxray14,c1456
195638306449018174382813231333743207818_p2ug02,padchest,c1457
2967_IM-1360-1001,openi,c1458
00001702_000,chestxray14,c1459
53920599745724378622952727127049960408_a588lc,padchest,c1460
221926626664480518861151212313235702356_srp86d,padchest,c1461
3563_IM-1748-2002,openi,c1462
758_IM-2309-1001,openi,c1463
31552561608581996720414551864708413948_iq89kz,padchest,c1464
313233527258546892608195759688112694895_p9eznz,padchest,c1465
00000332_000,chestxray14,c1466
198818740979031107764730300238052180903_j1zssy,padchest,c1467
3818_IM-1925-1001,openi,c1468
00000759_000,chestxray14,c1469
00000322_005,chestxray14,c1470
1951_IM-0619-1001,openi,c1471
842_IM-2366-1001,openi,c1472
00001227_000,chestxray14,c1473
311840846453371971454398286258023885367_aj60r1,padchest,c1475
1452_IM-0291-1001,openi,c1476
00000005_000,chestxray14,c1477
60830197486725971643465061518617139607_5fde70,padchest,c1478
216840111366964013217898866992011360081436019_01-010-198,padchest,c1479
216840111366964013274515230432012037111326100_01-091-097,padchest,c1480
216840111366964013649107288022013095121139398_02-075-010,padchest,c1481
23117264590759757614688861481365638347_y0lmb5,padchest,c1482
202979907853681515713054868166145869456_6dci3u,padchest,c1483
1643_IM-0421-1001,openi,c1484
1178_IM-0121-1001,openi,c1485
1115_IM-0079-1001,openi,c1486
00001198_000,chestxray14,c1487
00000184_000,chestxray14,c1488
1602_IM-0390-1001,openi,c1489
1374_IM-0240-1001,openi,c1490
00000288_001,chestxray14,c1491
00000385_002,chestxray14,c1492
1907_IM-0589-1001,openi,c1493
00001144_000,chestxray14,c1494
00000667_000,chestxray14,c1495
1622_IM-0404-1001,openi,c1496
214398244652291526367129229961219887859_cnfqzq,padchest,c1497
27466582138777909313989770931560888017_tfx4nf,padchest,c1498
2362_IM-0926-1001,openi,c1499
00000008_001,chestxray14,c1500
248035591195480751190884770312400949306_skl53u,padchest,c1501
303952048615786720156743860782085381921_2_801z1m,padchest,c1502
304669344069440954820602323809802240566_h3zblc,padchest,c1503
216840111366964012768025509942010173161025313_04-007-018,padchest,c1504
00000461_001,chestxray14,c1505
239_IM-0944-1001,openi,c1506
259081383390668021719613455316993474655_vsz3lm,padchest,c1507
319242650229777738085093478618176305244_ttqxnz,padchest,c1508
200554610264233182529102642356102613563_cpql5d,padchest,c1509
734_IM-2293-0001-0002,openi,c1510
214426003992530295268864180302113726540_33tu0m,padchest,c1511
00000252_001,chestxray14,c1512
00000878_000,chestxray14,c1513
00000195_000,chestxray14,c1514
00000097_000,chestxray14,c1515
00000655_006,chestxray14,c1516
00000262_000,chestxray14,c1517
216840111366964013297909654432012058141242584_01-099-117,padchest,c1518
00000646_003,chestxray14,c1519
34180403894436141672279804058647928550_rpr4wo,padchest,c1520
69729975678197052428716963765770907457_7hh5n1,padchest,c1521
00001353_000,chestxray14,c1522
3610_IM-1783-1001,openi,c1523
3236_IM-1533-1001,openi,c1524
00000413_000,chestxray14,c1525
3311_IM-1586-1001,openi,c1526
278757047795622149786325122440967353564_yiogeg,padchest,c1527
320321539941417059603710544654506649839_4kz2ue,padchest,c1528
217953636812536328138368764886868929372_0pu4fb,padchest,c1529
11190357100443191189698731021285857705_888p1z,padchest,c1530
305629623071556862801137865287530746510_3cap49,padchest,c1531
329988774106801408821918185956392517084_j3s981,padchest,c1532
00000328_000,chestxray14,c1533
306894801060772102174109277161259589465_rg6rfz,padchest,c1534
216840111366964012339356563862009041124652443_00-061-074,padchest,c1535
277659195049175494487834145375160604235_jn05mp,padchest,c1536
271538536433331372225855132705548256566_ez3hdw,padchest,c1537
00001486_000,chestxray14,c1538
1963_IM-0629-1001,openi,c1539
958_IM-2449-1001,openi,c1540
74576479405710985759203367628923301316_i9epl9,padchest,c1541
216840111366964012373310883942009085143604092_00-053-123,padchest,c1542
216840111366964012558082906712009313121640625_00-110-091,padchest,c1543
00001649_000,chestxray14,c1544
25836412103285372402944703752946232342_s9jkw3,padchest,c1545
00001460_003,chestxray14,c1546
00000755_000,chestxray14,c1547
216840111366964013686042548532013281091918846_02-086-040,padchest,c1548
00001532_000,chestxray14,c1549
00001363_000,chestxray14,c1550
327349301041235330247029150718104844274_m69e21,padchest,c1551
81063870861488319537955294771212818480_e5nmtg,padchest,c1552
216840111366964013217898866992011349163018897_01-006-198,padchest,c1553
88472139576282005038751123681731853339_cvxp0w,padchest,c1554
3511_IM-1714-1001,openi,c1555
224224273546189141066704141963234294023_fu5wkp,padchest,c1556
00000144_000,chestxray14,c1557
219794946935131522049072556860830772848_a6p2ev,padchest,c1558
00000955_000,chestxray14,c1559
9361288573543559211612903453404315106_r9l3qn,padchest,c1560
2019_IM-0666-1001,openi,c1561
1294_IM-0193-1001,openi,c1562
00000725_000,chestxray14,c1563
1810_IM-0524-1001,openi,c1564
14237851138739831529233654823291091615_e9ftp4,padchest,c1566
45244506185709780310759798321356300496_8nq0im,padchest,c1567
1616_IM-0399-1001,openi,c1568
264850984196768431768478158752438381227_nxtfdb,padchest,c1569
44182034082603026094898568844150182086_i8h2t5,padchest,c1570
216840111366964013590140476722013070131326191_02-053-110,padchest,c1571
779_IM-2321-1001,openi,c1572
247838920193307905492713009580138541565_8xy906,padchest,c1573
00000452_000,chestxray14,c1574
00000556_001,chestxray14,c1575
295261921757020037325072620275441670646_1kkh5d,padchest,c1576
312183589464717716047555210242697013634_cpnvti,padchest,c1578
00000857_000,chestxray14,c1579
218639916290691061916155664098610879918_l1qpzc,padchest,c1580
00001662_000,chestxray14,c1581
243712674812978945699254003230374961501_bvtelm,padchest,c1582
328718932390246837540734186177614068969_30051u,padchest,c1583
208946541146974583549620562423821897619_4gz2jh,padchest,c1584
1746_IM-0489-1001,openi,c1585
274395791626375484439663356201217101645_9kq90r,padchest,c1586
295422761034683155655817989716268773712_kncuus,padchest,c1587
2288_IM-0872-1001,openi,c1589
96447066393012814309583447318351868621_5svz9x,padchest,c1590
307988472836693984866451595791719164788_blxy15,padchest,c1591
3224_IM-1524-1001,openi,c1592
223480407327298742495935463074957726239_fyv31q,padchest,c1593
00001730_004,chestxray14,c1594
97620346739760702157845324608369283125_k4dco0,padchest,c1595
289225372407352060425434807587780837210_5h6xbc,padchest,c1596
00000687_000,chestxray14,c1597
216840111366964013515091760022012303090323378_01-121-110,padchest,c1599
339_IM-1635-1001,openi,c1600
197742732549493820192400798487284246582_p9g0c2,padchest,c1601
00001872_003,chestxray14,c1602
135_IM-0227-1001,openi,c1603
00000155_001,chestxray14,c1604
1219_IM-0146-1001,openi,c1605
3720_IM-1859-1001,openi,c1607
323456256712832445906574634211847738144_5hgc2a,padchest,c1608
00000464_000,chestxray14,c1609
2748_IM-1198-1001,openi,c1610
00001852_000,chestxray14,c1611
332869585632587268640360044441768058501_j197x6,padchest,c1612
90270320660863534937325219386690193743_bxxowc,padchest,c1613
216840111366964012989052802852011060093137574_00-163-009,padchest,c1614
225248212845737894250608482641358335053_atvm7d,padchest,c1615
00000083_000,chestxray14,c1616
00001177_000,chestxray14,c1617
2120_IM-0747-1001,openi,c1618
201721536063885662773434047433849383457_hi2ih9,padchest,c1619
216840111366964012922382741642010356142705183_03-194-181,padchest,c1620
85062322073553050904644103574225542643_h9zlpu,padchest,c1621
3321_IM-1588-1001,openi,c1622
1270_IM-0181-1001,openi,c1623
JPCNN088,jsrt,c1624
216840111366964013451228379692012298083320237_01-116-026,padchest,c1625
213876630136470882973655307351625929088_izcnvt,padchest,c1626
00000619_000,chestxray14,c1627
00001554_000,chestxray14,c1628
5299688765358873873718706286353573208_2_uvnmia,padchest,c1629
2567_IM-1069-2002,openi,c1630
230708164537461531219391581133621295611-2_pvz57w,padchest,c1631
242053292239378651394086044078358147955_g1gqf9,padchest,c1632
JPCNN073,jsrt,c1633
301896673353846163134796124301340228693_hx4f67,padchest,c1634
270108152177329136432913133676895137161_p4afaw,padchest,c1635
81032855150733649188680833533742349960_8x11zh,padchest,c1636
00001385_007,chestxray14,c1637
00000615_000,chestxray14,c1638
2764_IM-1209-1001,openi,c1639
1466_IM-0302-1001,openi,c1640
3135_IM-1474-1001,openi,c1641
2464_IM-0997-1001,openi,c1642
216840111366964012819207061112010263123256654_03-127-160,padchest,c1643
1985_IM-0642-1001,openi,c1645
00000310_002,chestxray14,c1646
254182120560249185429178333780289923092_73ubkx,padchest,c1647
00000868_000,chestxray14,c1648
2198_IM-0808-1001,openi,c1649
2174_IM-0787-1001,openi,c1650
3395_IM-1639-0001-0001,openi,c1651
JPCNN085,jsrt,c1652
67399191888269680631339125267097261842_qmrugi,padchest,c1653
3126_IM-1470-1001,openi,c1654
00001707_000,chestxray14,c1655
2950_IM-1348-1001,openi,c1656
00000364_001,chestxray14,c1657
00000357_000,chestxray14,c1658
216840111366964013076187734852011179114417926_01-018-088,padchest,c1659
00000720_000,chestxray14,c1660
00001425_000,chestxray14,c1661
223313162793519748545064083936409548399_xrdhm1,padchest,c1662
529_IM-2137-1001,openi,c1663
853_IM-2375-1001,openi,c1664
330630209291587878745545379101878419536_2nme1c,padchest,c1665
00000085_000,chestxray14,c1666
237730917008097090193323870936383513251_k8pycd,padchest,c1667
2437_IM-0977-2002,openi,c1668
00000894_002,chestxray14,c1669
305501638123212482134039634278606817140_nrlydd,padchest,c1670
00001378_000,chestxray14,c1671
71304599529427468031510626521096053427_4df5ms,padchest,c1672
00000604_000,chestxray14,c1673
00000132_000,chestxray14,c1674
44536207964452859015038957006687811448_noeqf7,padchest,c1675
216840111366964012819207061112010242103048375_02-124-105,padchest,c1676
2549_IM-1057-1001,openi,c1677
3513_IM-1715-1001,openi,c1678
00001599_000,chestxray14,c1679
94795490633288227710655355637486330496_y5tq8e,padchest,c1680
230077912574734111136120061513463913874_u3zlsf,padchest,c1681
1809_IM-0524-1001,openi,c1682
00001183_001,chestxray14,c1683
00000712_000,chestxray14,c1684
2994_IM-1380-1001,openi,c1685
83_IM-2358-1001,openi,c1686
47484871544626491160924101939636660836_lflgt1,padchest,c1687
502_IM-2120-1001,openi,c1688
1503_IM-0329-5001,openi,c1689
00001620_000,chestxray14,c1690
1928_IM-0600-1001,openi,c1691
00001795_000,chestxray14,c1692
00001940_003,chestxray14,c1693
3674_IM-1829-0001-0001,openi,c1694
219204649895846695746440590051180682916_qrtcfu,padchest,c1695
106_IM-0042-1001,openi,c1696
00000106_000,chestxray14,c1697
00000387_002,chestxray14,c1698
JPCNN076,jsrt,c1699
3291_IM-1572-1001,openi,c1700
00001901_004,chestxray14,c1701
216840111366964013334747595492012096112226223_01-113-025,padchest,c1702
00000737_000,chestxray14,c1703
2087_IM-0718-3001,openi,c1704
JPCNN070,jsrt,c1705
298546868369796144893003741942050761688_px723u,padchest,c1706
00001516_000,chestxray14,c1707
3728_IM-1864-1001,openi,c1708
3604_IM-1780-0001-0001,openi,c1709
00000603_000,chestxray14,c1710
00001346_000,chestxray14,c1711
311870751606968441815305207337889746952_6sbwys,padchest,c1712
00000805_002,chestxray14,c1713
282_IM-1243-1001,openi,c1714
00001201_000,chestxray14,c1715
00001458_000,chestxray14,c1716
306565159546332511191852770073638674329_1s304q,padchest,c1717
00000988_001,chestxray14,c1718
7028834953694689228908545236706181551_b7p77i,padchest,c1719
00000057_003,chestxray14,c1720
1837_IM-0541-1001,openi,c1721
216840111366964012819207061112010312123717725_04-022-194,padchest,c1722
42517740160100027246923859775064639933_6d149a,padchest,c1723
82495484748457721834235695476833996889_hn67cd,padchest,c1724
00001912_001,chestxray14,c1725
1440_IM-0284-1001,openi,c1726
256628019363495032975818805691466834931_u4q33x,padchest,c1727
00000730_000,chestxray14,c1728
315641361823864603193087396639083586775_q7f9fv,padchest,c1729
2238_IM-0835-1001,openi,c1731
00000736_000,chestxray14,c1732
556_IM-2156-1001-0002,openi,c1733
63994779725002427582051593303446712942_2_b4g6k4,padchest,c1734
50723845536185290563046683435225944252_ik92sh,padchest,c1735
3037_IM-1410-1001,openi,c1736
1689_IM-0451-1001,openi,c1737
JPCNN032,jsrt,c1738
2175_IM-0788-1003,openi,c1739
00001919_000,chestxray14,c1740
00000109_002,chestxray14,c1742
00000205_000,chestxray14,c1743
12582988208641810053552022080964044412_bdbfde,padchest,c1744
223698058833305458717461881227142494117_zxqej4,padchest,c1745
216840111366964012558082906712009313113401281_00-102-128,padchest,c1746
00000782_001,chestxray14,c1747
218972781081120773862370434550100625084_vmr7mv,padchest,c1748
50527292463437081137876094715527043780_99z5qe,padchest,c1749
00000230_000,chestxray14,c1750
238700870132149836067351347379885123165_2ixdld,padchest,c1751
216840111366964012558082906712009293095459313_00-083-031,padchest,c1752
1566_IM-0369-1001,openi,c1753
307111949156765914835336917264832455029_h8t378,padchest,c1754
216840111366964012558082906712009328113449402_00-104-117,padchest,c1755
6904785828863630069158047565022505915_yj58zi,padchest,c1756
216840111366964013340662495472012123083356872_01-073-040,padchest,c1757
JPCNN041,jsrt,c1758
00000393_000,chestxray14,c1759
00000810_000,chestxray14,c1760
230793470949284505170597881379440703098_m8j7o0,padchest,c1761
1756_IM-0494-1001,openi,c1762
95026912946047468856439357170136488120_53oz71,padchest,c1763
00000861_003,chestxray14,c1765
3857_IM-1952-1001,openi,c1766
291672510128346669511175256639257226641_829bil,padchest,c1767
00000295_000,chestxray14,c1768
72509624583363494735947150269783277303_vhqdlp,padchest,c1769
00000225_000,chestxray14,c1770
333090806623001149910093970643992909153_hh557f,padchest,c1771
00001376_001,chestxray14,c1772
333310374920201478548071107028183056802_ws3twp,padchest,c1773
216840111366964012558082906712010039102613033_03-165-036,padchest,c1774
216840111366964013217898866992011349093245110_01-006-098,padchest,c1775
2787_IM-1222-1001,openi,c1776
216840111366964013515091760022012305082640643_01-150-056,padchest,c1777
3156_IM-1486-1001,openi,c1778
331603297876886007452325400138027292168_f34lhp,padchest,c1779
00001070_000,chestxray14,c1780
00001147_001,chestxray14,c1781
314996949940517834540686434644398240453_v83vhp,padchest,c1782
1364_IM-0237-1001,openi,c1783
21774601220242173694873688743699247504_asb6mb,padchest,c1784
00001862_006,chestxray14,c1785
515_IM-2129-1001,openi,c1786
3539_IM-1731-1001,openi,c1787
00000611_000,chestxray14,c1788
37489409071068283967343965016838577287_ocuzz5,padchest,c1789
921_IM-2423-1001,openi,c1790
3527_IM-1724-1001,openi,c1791
801_IM-2335-1001,openi,c1792
80636666092819281309232196845583157924_k37i8o,padchest,c1793
330242083983621211009371072590650627215_kqixve,padchest,c1794
00000634_005,chestxray14,c1795
1384_IM-0246-1001,openi,c1796
268114718214448900780415656755685001554_l8lrww,padchest,c1797
2357_IM-0921-1001,openi,c1798
26103259299042899187465620476586781368_ku89l6,padchest,c1799
44_IM-2078-1001,openi,c1800
211_IM-0740-1001,openi,c1801
300610885896458735503059549941848095020_mcxq48,padchest,c1802
00000510_000,chestxray14,c1803
215103514391080829787534775210653131688_ey9enn,padchest,c1804
00000498_002,chestxray14,c1805
1114_IM-0079-1001,openi,c1806
881_IM-2396-1001,openi,c1807
2319_IM-0892-3003,openi,c1808
328320945563753563755593159747231091093_5yzd02,padchest,c1809
196214088222466318504833369884556362834_zcqsbd,padchest,c1810
505_IM-2123-1001,openi,c1811
00001938_001,chestxray14,c1812
33827120800142533908350233667191944724_s3ydtb,padchest,c1813
00000525_000,chestxray14,c1814
76023206051790987286534572008599222131_aqxq6u,padchest,c1815
JPCNN069,jsrt,c1816
3837_IM-1939-1001,openi,c1817
44981181427867579920761169075397723799_q9fzdm,padchest,c1818
195647396496146564772978522127541201018_nyaw2c,padchest,c1819
367_IM-1826-1001,openi,c1820
00001071_000,chestxray14,c1821
282480310006316061839428980560528390061_-8gcrh,padchest,c1822
00000544_000,chestxray14,c1823
00001325_000,chestxray14,c1824
00000826_000,chestxray14,c1825
00000841_000,chestxray14,c1826
273900831482395094851572636479180044060_l5amoe,padchest,c1827
00000476_000,chestxray14,c1828
1779_IM-0509-1001,openi,c1829
JPCNN028,jsrt,c1831
00000563_000,chestxray14,c1832
3208_IM-1515-1001,openi,c1833
00000509_000,chestxray14,c1834
235079529695618179491029457217703862242_uohb7q,padchest,c1835
216840111366964013829543166512013325092604982_02-116-007,padchest,c1836
00000588_000,chestxray14,c1837
297626562413484496117118066582965849053_igczom,padchest,c1838
328435955221272249711100330239621706213_5pixry,padchest,c1839
216840111366964013307756408102012085095525754_01-085-008,padchest,c1840
275938241499835635901253575395633976194_xbx6ed,padchest,c1841
97965053291113766610970450200683915158_ta7i4n,padchest,c1842
00001199_000,chestxray14,c1843
00001585_000,chestxray14,c1844
00000739_000,chestxray14,c1845
JPCNN021,jsrt,c1846
00000049_002,chestxray14,c1847
JPCNN036,jsrt,c1848
1165_IM-0110-1001,openi,c1849
51753302240077846214410306432856713330_w0bmgz,padchest,c1850
2604_IM-1094-1001,openi,c1851
JPCNN064,jsrt,c1852
1932_IM-0603-2001,openi,c1853
1099_IM-0067-1001,openi,c1854
00001744_000,chestxray14,c1855
48985172305726817769619323992932665673_pd4g41,padchest,c1856
6079668495925043971261668216695305451_mdwkja,padchest,c1857
57991639462361313572962252024757200787_gj3x8b,padchest,c1858
1721_IM-0476-1001,openi,c1859
96771922672256840533572074205296329352_7ju7dp,padchest,c1860
216840111366964012901624094902010326130452916_04-019-147,padchest,c1861
47518321158966897619591322746897179394_a88zmu,padchest,c1862
1078_IM-0055-1001,openi,c1863
00001188_000,chestxray14,c1864
00000935_001,chestxray14,c1865
218790905143501155387867079634907407325_9a9hmn,padchest,c1866
3867_IM-1960-1001,openi,c1867
56048827982848234626785306227916288712_yc6yoj,padchest,c1868
00000293_000,chestxray14,c1869
00001139_000,chestxray14,c1870
326767498726912925537238820005841298274_m239fs,padchest,c1871
3200_IM-1512-1001,openi,c1872
216840111366964013686042548532013156142009396_02-102-137,padchest,c1873
287857034746373808965534733765034494469_airfcz,padchest,c1874
00001510_001,chestxray14,c1875
25528567975108302073238456043150484827_d4odva,padchest,c1876
1537_IM-0348-1001,openi,c1877
259145062094895114735720541066521219428_bnq2sy,padchest,c1878
939_IM-2435-1001,openi,c1879
65226467147726757979767015422462817498_rbfxpn,padchest,c1880
2964_IM-1357-2001,openi,c1881
276664881285757815411003056219420121151_w6o3va,padchest,c1882
245270877284322020499954639864356194390_bcqr58,padchest,c1883
00001466_000,chestxray14,c1884
00001035_000,chestxray14,c1885
25188599313355541278257792641236931946_36q3dr,padchest,c1886
238576529481019108088122104116265906866_nae6oe,padchest,c1888
JPCNN029,jsrt,c1889
00001294_000,chestxray14,c1890
00001714_000,chestxray14,c1892
82275578303859162033595868431021492534_4z5kh0,padchest,c1893
00000396_000,chestxray14,c1894
00001173_000,chestxray14,c1895
3704_IM-1851-1001,openi,c1896
00001756_002,chestxray14,c1897
00000149_000,chestxray14,c1898
72874754566146173918476146028750871719_588vkx,padchest,c1899
2947_IM-1347-1001,openi,c1900
00000198_000,chestxray14,c1901
200862359831761685992552819450233793891_z09t4i,padchest,c1902
2741_IM-1196-1001,openi,c1903
65266590064606711020514044534829206992_emiz6y,padchest,c1904
229647767401536855553601905227915445986_hrorfa,padchest,c1905
293641529583582582916508649193712964934_c62x91,padchest,c1906
14887906536249213212310684192762858647_sdmp63,padchest,c1907
00000744_000,chestxray14,c1908
85540131818647976305739141694430348061_fjn1q8,padchest,c1909
JPCNN018,jsrt,c1911
00001411_000,chestxray14,c1912
368_IM-1832-1001,openi,c1913
00000580_003,chestxray14,c1914
JPCNN010,jsrt,c1915
99072068009712518821028609162921939068_itv1ob,padchest,c1916
237198192749976081902285393731543694323_hhnsck,padchest,c1917
216840111366964012558082906712010007194629411_03-122-062,padchest,c1918
244112234708796970819232957155647416168_x7313x,padchest,c1919
199386058891967367893355841614958059158_l21z8i,padchest,c1920
230750669969302358115783988987079521997_08tgal,padchest,c1921
00001535_000,chestxray14,c1922
00001205_004,chestxray14,c1923
312680955625034236155692220293600406309_zfr3wr,padchest,c1924
87914645545783366339963888901552681751_01l0z7,padchest,c1925
JPCNN006,jsrt,c1926
00001068_003,chestxray14,c1927
00001456_001,chestxray14,c1928
216840111366964012558082906712010103155816905_03-178-161,padchest,c1929
3664_IM-1822-1001,openi,c1930
2542_IM-1053-1001,openi,c1931
1207_IM-0140-0001-0002,openi,c1932
30169242691856439769113116826040608174_att3u1,padchest,c1933
242348865558077717792572639139276481233_tb3asf,padchest,c1934
3889_IM-1973-1001,openi,c1935
1974_IM-0633-1001,openi,c1936
77300311034612529197114464863975782802_56zvpx,padchest,c1937
260584112612619369823853483460358481340_k5t0re,padchest,c1938
216840111366964012558082906712010057123446946_03-173-154,padchest,c1939
629_IM-2209-1001,openi,c1940
00000612_000,chestxray14,c1941
216840111366964013686042548532013276093708326_02-085-097,padchest,c1942
59950456609960928248458223382842807667_gn52xb,padchest,c1943
205492135829920183978579350044629736951_yxsxm2,padchest,c1944
00001149_001,chestxray14,c1945
2129_IM-0753-1001,openi,c1946
00000283_000,chestxray14,c1947
2282_IM-0869-1001,openi,c1948
216840111366964013590140476722013070120802047_02-053-016,padchest,c1949
00001556_000,chestxray14,c1950
1456_IM-0294-1001,openi,c1951
244098485281969800050011620079615032187_kmiw7o,padchest,c1952
936_IM-2432-1001,openi,c1953
1601_IM-0390-1001,openi,c1954
312618290431159192689897016327031811641_tan3ck,padchest,c1955
1057_IM-0041-1001,openi,c1956
3445_IM-1668-1001,openi,c1957
00001025_000,chestxray14,c1958
3138_IM-1476-1001,openi,c1959
00001541_000,chestxray14,c1960
2638_IM-1123-1001,openi,c1961
2031_IM-0676-2002,openi,c1962
935_IM-2432-1001,openi,c1963
00001010_000,chestxray14,c1964
76602319262657251499396466747710778690_7jfmim,padchest,c1965
216840111366964013686042548532013176102122090_02-097-042,padchest,c1966
96883251050720293002402412343510288950_y9dd0a,padchest,c1967
216840111366964013829543166512013345101845132_02-095-150,padchest,c1968
00001618_000,chestxray14,c1969
00001250_000,chestxray14,c1970
59391240951926549934728652346458283479_t4o2dq,padchest,c1971
00000870_009,chestxray14,c1972
2354_IM-0918-1001,openi,c1973
299938695445102949433779891902390944965_2gpl7b,padchest,c1974
00000321_000,chestxray14,c1975
210113322768080735978774056434704374207_xjiukm,padchest,c1976
3381_IM-1628-1001,openi,c1977
211273303472575200014498123780802063438_kvf9o6,padchest,c1978
00001824_000,chestxray14,c1979
216840111366964012487858717522009273145412540_00-074-010,padchest,c1980
1971_IM-0633-1001,openi,c1981
43796327449231100817870829321166085713_pjjl4y,padchest,c1982
3817_IM-1925-1001,openi,c1983
3267_IM-1551-1001,openi,c1984
272075858161057833459354680084780591025_3gqqb9,padchest,c1985
214802141092469746108238536864012404440_deyqya,padchest,c1986
JPCNN055,jsrt,c1987
74184294048471784614030496029826399445_ejrdz6,padchest,c1988
00000741_002,chestxray14,c1989
00001845_000,chestxray14,c1990
216840111366964013274515230432012032095636861_01-095-124,padchest,c1991
216840111366964012558082906712009294100958384_00-079-173,padchest,c1992
3576_IM-1757-1001,openi,c1993
3059_IM-1425-1001,openi,c1994
00000727_001,chestxray14,c1995
00000962_000,chestxray14,c1996
00001790_000,chestxray14,c1997
325548780792123406206964821446720577824_xz6hgh,padchest,c1998
25874112450102791113142177985906985409_vz47ua,padchest,c1999
216840111366964013575787468332013008140759191_02-007-006,padchest,c2000
216840111366964013515091760022012312083739103_01-147-190,padchest,c2001
00000587_000,chestxray14,c2002
3845_IM-1945-1001,openi,c2003
00001871_000,chestxray14,c2004
275157503853442341255080789239701724888_4vlowc,padchest,c2005
216840111366964013515091760022012313094450842_01-156-003,padchest,c2006
792_IM-2330-1001,openi,c2007
311133795571850334324676751188503542321_izi8wv,padchest,c2008
199982301952008771241157318544035678510_7j8nmz,padchest,c2009
1885_IM-0574-1001,openi,c2010
00000323_000,chestxray14,c2011
10863473891602912740191422454645304935_c9eupq,padchest,c2012
284369735937151457367619687616036666545_pe5yin,padchest,c2013
00000532_000,chestxray14,c2014
3385_IM-1632-1001,openi,c2015
88188690232564608576461777609790212483_j7xw3y,padchest,c2016
85685572333664658853288471339690043184_epf308,padchest,c2017
00000685_000,chestxray14,c2018
